ts,gpu_busy_pct,foreign_chromium_n,foreign_chromium_cpu_pct,my_chromium_n,my_chromium_cpu_pct,load1
10:49:01,58,14,-123.2,0,0.0,4.22
10:49:02,63,14,11.9,0,0.0,4.22
10:49:03,35,14,125.4,0,0.0,4.36
10:49:04,0,14,117.3,0,0.0,4.36
10:49:05,0,14,115.3,0,0.0,4.36
10:49:06,0,14,100.4,0,0.0,4.36
10:49:07,0,14,30.8,0,0.0,4.33
10:49:08,0,20,165.0,0,0.0,4.33
10:49:09,0,20,179.9,0,0.0,4.33
10:49:10,0,20,125.0,0,0.0,4.33
10:49:11,0,20,92.2,0,0.0,4.33
10:49:12,0,18,-41.8,0,0.0,4.23
10:49:13,0,20,147.8,0,0.0,4.23
10:49:14,0,20,146.9,0,0.0,4.23
10:49:15,0,20,156.9,0,0.0,4.23
10:49:16,0,20,75.5,0,0.0,4.23
10:49:17,39,20,64.6,0,0.0,4.21
10:49:18,16,14,-1.0,0,0.0,4.21
10:49:19,0,20,95.4,0,0.0,4.21
10:49:20,0,20,99.3,0,0.0,4.21
10:49:21,0,20,137.6,0,0.0,4.21
10:49:22,0,20,78.3,0,0.0,4.11
10:49:23,0,20,88.4,0,0.0,4.11
10:49:24,0,20,118.2,0,0.0,4.11
10:49:25,0,20,-74.5,0,0.0,4.11
10:49:26,97,20,100.2,0,0.0,4.11
10:49:27,74,20,19.9,0,0.0,4.02
10:49:28,0,20,114.1,0,0.0,4.02
10:49:29,0,20,13.9,0,0.0,4.02
10:49:30,0,20,109.2,0,0.0,4.02
10:49:31,99,20,25.8,0,0.0,4.02
10:49:32,0,20,36.7,0,0.0,3.86
10:49:33,0,20,67.6,0,0.0,3.86
10:49:34,0,20,108.3,0,0.0,3.86
10:49:35,0,20,61.6,0,0.0,3.86
10:49:36,0,20,126.3,0,0.0,3.86
10:49:38,0,20,112.4,0,0.0,3.87
10:49:39,0,20,-45.8,0,0.0,3.87
10:49:40,0,20,172.8,0,0.0,3.87
10:49:41,0,20,110.4,0,0.0,3.87
10:49:42,0,20,46.8,0,0.0,3.87
10:49:43,0,20,89.4,0,0.0,4.44
10:49:44,0,20,102.3,0,0.0,4.44
10:49:45,37,20,-138.2,0,0.0,4.44
10:49:46,0,14,31.8,0,0.0,4.44
10:49:47,28,14,115.0,0,0.0,4.44
10:49:48,43,14,68.6,0,0.0,4.49
10:49:49,99,14,53.6,0,0.0,4.49
10:49:50,0,14,116.2,0,0.0,4.49
10:49:51,23,14,114.3,0,0.0,4.49
10:49:52,0,14,54.6,0,0.0,4.49
10:49:53,29,14,73.6,0,0.0,4.37
10:49:54,30,14,109.3,0,0.0,4.37
10:49:55,25,14,108.2,0,0.0,4.37
10:49:56,100,14,47.7,0,0.0,4.37
10:49:57,26,14,93.3,0,0.0,4.37
10:49:58,0,14,111.3,0,0.0,4.34
10:49:59,0,14,112.3,0,0.0,4.34
10:50:00,0,14,29.8,0,0.0,4.34
10:50:01,0,14,105.4,0,0.0,4.34
10:50:02,0,14,107.4,0,0.0,4.34
10:50:03,0,14,107.4,0,0.0,4.15
10:50:04,95,14,26.8,0,0.0,4.15
10:50:05,0,14,106.4,0,0.0,4.15
10:50:06,22,14,108.2,0,0.0,4.15
10:50:07,99,14,109.4,0,0.0,4.15
10:50:08,0,14,3.0,0,0.0,4.14
10:50:09,0,14,8.0,0,0.0,4.14
10:50:10,99,14,3.0,0,0.0,4.14
10:50:11,0,14,7.9,0,0.0,4.14
10:50:12,0,14,3.0,0,0.0,4.14
10:50:13,100,14,2.0,0,0.0,3.97
10:50:14,0,14,7.9,0,0.0,3.97
10:50:15,0,15,12.9,0,0.0,3.97
10:50:16,0,15,18.9,0,0.0,3.97
10:50:17,18,14,-4.0,0,0.0,3.97
10:50:18,81,20,105.2,0,0.0,4.21
10:50:19,22,20,19.8,0,0.0,4.21
10:50:20,27,20,6.0,0,0.0,4.21
10:50:21,0,20,-99.3,0,0.0,4.21
10:50:22,0,20,101.4,0,0.0,4.21
10:50:23,24,20,29.8,0,0.0,4.11
10:50:24,0,20,11.9,0,0.0,4.11
10:50:25,0,20,-55.6,0,0.0,4.11
10:50:26,0,20,44.7,0,0.0,4.11
10:50:27,35,20,13.9,0,0.0,4.11
10:50:28,0,20,5.0,0,0.0,3.94
10:50:29,100,20,6.0,0,0.0,3.94
10:50:30,0,20,20.7,0,0.0,3.94
10:50:31,0,20,7.0,0,0.0,3.94
10:50:32,20,20,13.9,0,0.0,3.94
10:50:33,21,20,-12.9,0,0.0,3.95
10:50:34,98,20,19.9,0,0.0,3.95
10:50:35,93,20,24.8,0,0.0,3.95
10:50:36,0,20,-100.3,0,0.0,3.95
10:50:37,99,20,102.4,0,0.0,3.95
10:50:38,0,20,9.9,0,0.0,3.95
10:50:39,0,20,17.9,0,0.0,3.95
10:50:40,28,14,-107.4,0,0.0,3.95
10:50:41,26,14,111.2,0,0.0,3.95
10:50:42,24,14,114.3,0,0.0,3.95
10:50:43,0,14,16.9,0,0.0,3.96
10:50:44,27,14,124.1,0,0.0,3.96
10:50:45,0,14,-214.5,0,0.0,3.96
10:50:46,21,14,80.5,0,0.0,3.96
10:50:47,100,14,133.1,0,0.0,3.96
10:50:48,100,14,96.2,0,0.0,3.96
10:50:49,0,14,41.7,0,0.0,3.96
10:50:50,100,14,122.1,0,0.0,3.96
10:50:51,0,14,110.1,0,0.0,3.96
10:50:52,100,14,46.7,0,0.0,3.96
10:50:53,100,14,137.9,0,0.0,3.88
10:50:54,100,14,107.1,0,0.0,3.88
10:50:55,0,14,93.3,0,0.0,3.88
10:50:56,100,14,123.1,0,0.0,3.88
10:50:57,62,14,-168.7,0,0.0,3.88
10:50:58,99,14,78.4,0,0.0,3.97
10:50:59,0,14,119.3,0,0.0,3.97
10:51:00,52,14,125.0,0,0.0,3.97
10:51:01,100,14,28.8,0,0.0,3.97
10:51:02,0,14,139.0,0,0.0,3.97
10:51:03,100,14,117.3,0,0.0,3.89
10:51:04,100,14,47.7,0,0.0,3.89
10:51:05,0,14,121.0,0,0.0,3.89
10:51:06,89,14,82.4,0,0.0,3.89
10:51:07,25,14,56.5,0,0.0,3.89
10:51:08,100,14,153.0,0,0.0,3.98
10:51:09,99,14,111.1,0,0.0,3.98
10:51:10,100,14,71.3,0,0.0,3.98
10:51:11,100,14,118.1,0,0.0,3.98
10:51:12,100,14,-74.5,0,0.0,3.98
